year,age,survivors
1900,0,100000
1900,1,85404
1900,2,82601
1900,3,81251
1900,4,80397
1900,5,79693
1900,6,79192
1900,7,78827
1900,8,78569
1900,9,78368
1900,10,78209
1900,11,78044
1900,12,77875
1900,13,77711
1900,14,77525
1900,15,77328
1900,16,77122
1900,17,76875
1900,18,76584
1900,19,75885
1900,20,75482
1900,21,75099
1900,22,74771
1900,23,74435
1900,24,74084
1900,25,73746
1900,26,73405
1900,27,73063
1900,28,72729
1900,29,72370
1900,30,72006
1900,31,71652
1900,32,71296
1900,33,70960
1900,34,70615
1900,35,70247
1900,36,69858
1900,37,69436
1900,38,69019
1900,39,68635
1900,40,68249
1900,41,67843
1900,42,67418
1900,43,66977
1900,44,66507
1900,45,66028
1900,46,65516
1900,47,64995
1900,48,64430
1900,49,63820
1900,50,63169
1900,51,62478
1900,52,61722
1900,53,60912
1900,54,60053
1900,55,59184
1900,56,58264
1900,57,57274
1900,58,56210
1900,59,55094
1900,60,53905
1900,61,52616
1900,62,51268
1900,63,49826
1900,64,48275
1900,65,46681
1900,66,45022
1900,67,43299
1900,68,41573
1900,69,39754
1900,70,37934
1900,71,36080
1900,72,34180
1900,73,32221
1900,74,30272
1900,75,28380
1900,76,26515
1900,77,24641
1900,78,22796
1900,79,20973
1900,80,19217
1900,81,17448
1900,82,15747
1900,83,14134
1900,84,12530
1900,85,11014
1900,86,9562
1900,87,8219
1900,88,6984
1900,89,5819
1900,90,4810
1900,91,3920
1900,92,3148
1900,93,2479
1900,94,1898
1900,95,1416
1900,96,1029
1900,97,728
1900,98,500
1900,99,335
1900,100,217
1900,101,135
1900,102,82
1900,103,47
1900,104,26
1900,105,14
1900,106,7
1900,107,4
1900,108,2
1900,109,1
1900,110,0
1900,111,0
1900,112,0
1900,113,0
1900,114,0
1900,115,0
1900,116,0
1900,117,0
1900,118,0
1900,119,0
1901,0,100000
1901,1,87198
1901,2,84428
1901,3,83146
1901,4,82235
1901,5,81552
1901,6,81032
1901,7,80676
1901,8,80415
1901,9,80230
1901,10,80059
1901,11,79896
1901,12,79740
1901,13,79565
1901,14,79379
1901,15,79187
1901,16,78962
1901,17,78696
1901,18,78048
1901,19,77660
1901,20,77288
1901,21,76972
1901,22,76640
1901,23,76284
1901,24,75936
1901,25,75586
1901,26,75236
1901,27,74897
1901,28,74530
1901,29,74159
1901,30,73807
1901,31,73456
1901,32,73124
1901,33,72785
1901,34,72425
1901,35,72052
1901,36,71643
1901,37,71237
1901,38,70864
1901,39,70491
1901,40,70101
1901,41,69693
1901,42,69270
1901,43,68818
1901,44,68356
1901,45,67864
1901,46,67368
1901,47,66832
1901,48,66258
1901,49,65638
1901,50,64982
1901,51,64268
1901,52,63497
1901,53,62673
1901,54,61830
1901,55,60941
1901,56,59990
1901,57,58963
1901,58,57890
1901,59,56742
1901,60,55506
1901,61,54208
1901,62,52807
1901,63,51287
1901,64,49698
1901,65,48045
1901,66,46332
1901,67,44611
1901,68,42794
1901,69,40974
1901,70,39110
1901,71,37198
1901,72,35221
1901,73,33240
1901,74,31308
1901,75,29394
1901,76,27471
1901,77,25561
1901,78,23662
1901,79,21822
1901,80,19953
1901,81,18148
1901,82,16420
1901,83,14688
1901,84,13041
1901,85,11442
1901,86,9948
1901,87,8556
1901,88,7234
1901,89,6072
1901,90,5030
1901,91,4109
1901,92,3297
1901,93,2576
1901,94,1967
1901,95,1464
1901,96,1062
1901,97,748
1901,98,514
1901,99,341
1901,100,219
1901,101,137
1901,102,82
1901,103,47
1901,104,27
1901,105,14
1901,106,8
1901,107,4
1901,108,2
1901,109,1
1901,110,0
1901,111,0
1901,112,0
1901,113,0
1901,114,0
1901,115,0
1901,116,0
1901,117,0
1901,118,0
1901,119,0
1902,0,100000
1902,1,87443
1902,2,84865
1902,3,83523
1902,4,82654
1902,5,81939
1902,6,81448
1902,7,81097
1902,8,80859
1902,9,80661
1902,10,80494
1902,11,80345
1902,12,80180
1902,13,80005
1902,14,79827
1902,15,79622
1902,16,79385
1902,17,78816
1902,18,78455
1902,19,78101
1902,20,77803
1902,21,77488
1902,22,77144
1902,23,76797
1902,24,76446
1902,25,76093
1902,26,75757
1902,27,75391
1902,28,75020
1902,29,74674
1902,30,74335
1902,31,74012
1902,32,73683
1902,33,73336
1902,34,72982
1902,35,72595
1902,36,72207
1902,37,71852
1902,38,71496
1902,39,71128
1902,40,70743
1902,41,70342
1902,42,69916
1902,43,69478
1902,44,69012
1902,45,68547
1902,46,68045
1902,47,67512
1902,48,66932
1902,49,66322
1902,50,65665
1902,51,64948
1902,52,64177
1902,53,63380
1902,54,62536
1902,55,61642
1902,56,60667
1902,57,59648
1902,58,58561
1902,59,57398
1902,60,56181
1902,61,54854
1902,62,53401
1902,63,51860
1902,64,50246
1902,65,48574
1902,66,46890
1902,67,45110
1902,68,43327
1902,69,41490
1902,70,39606
1902,71,37656
1902,72,35691
1902,73,33760
1902,74,31840
1902,75,29911
1902,76,27984
1902,77,26053
1902,78,24172
1902,79,22248
1902,80,20381
1902,81,18578
1902,82,16757
1902,83,15015
1902,84,13305
1902,85,11690
1902,86,10171
1902,87,8718
1902,88,7420
1902,89,6242
1902,90,5179
1902,91,4231
1902,92,3369
1902,93,2628
1902,94,2002
1902,95,1488
1902,96,1076
1902,97,758
1902,98,516
1902,99,340
1902,100,219
1902,101,135
1902,102,81
1902,103,48
1902,104,27
1902,105,15
1902,106,8
1902,107,4
1902,108,2
1902,109,1
1902,110,0
1902,111,0
1902,112,0
1902,113,0
1902,114,0
1902,115,0
1902,116,0
1902,117,0
1902,118,0
1902,119,0
1903,0,100000
1903,1,87969
1903,2,85265
1903,3,83984
1903,4,83075
1903,5,82406
1903,6,81929
1903,7,81601
1903,8,81345
1903,9,81156
1903,10,81000
1903,11,80838
1903,12,80672
1903,13,80505
1903,14,80316
1903,15,80101
1903,16,79617
1903,17,79291
1903,18,78960
1903,19,78679
1903,20,78383
1903,21,78057
1903,22,77721
1903,23,77373
1903,24,77018
1903,25,76683
1903,26,76320
1903,27,75950
1903,28,75608
1903,29,75279
1903,30,74965
1903,31,74644
1903,32,74306
1903,33,73967
1903,34,73600
1903,35,73228
1903,36,72889
1903,37,72548
1903,38,72200
1903,39,71835
1903,40,71454
1903,41,71053
1903,42,70638
1903,43,70196
1903,44,69761
1903,45,69287
1903,46,68787
1903,47,68248
1903,48,67681
1903,49,67077
1903,50,66414
1903,51,65697
1903,52,64950
1903,53,64155
1903,54,63315
1903,55,62387
1903,56,61414
1903,57,60382
1903,58,59287
1903,59,58148
1903,60,56899
1903,61,55521
1903,62,54047
1903,63,52482
1903,64,50852
1903,65,49203
1903,66,47460
1903,67,45713
1903,68,43908
1903,69,42054
1903,70,40137
1903,71,38195
1903,72,36274
1903,73,34356
1903,74,32427
1903,75,30489
1903,76,28539
1903,77,26625
1903,78,24656
1903,79,22738
1903,80,20869
1903,81,18971
1903,82,17142
1903,83,15329
1903,84,13602
1903,85,11964
1903,86,10384
1903,87,8952
1903,88,7637
1903,89,6431
1903,90,5340
1903,91,4330
1903,92,3446
1903,93,2683
1903,94,2042
1903,95,1513
1903,96,1095
1903,97,765
1903,98,518
1903,99,343
1903,100,217
1903,101,134
1903,102,82
1903,103,47
1903,104,27
1903,105,15
1903,106,8
1903,107,4
1903,108,2
1903,109,1
1903,110,0
1903,111,0
1903,112,0
1903,113,0
1903,114,0
1903,115,0
1903,116,0
1903,117,0
1903,118,0
1903,119,0
1904,0,100000
1904,1,87401
1904,2,84853
1904,3,83526
1904,4,82684
1904,5,82049
1904,6,81599
1904,7,81251
1904,8,81017
1904,9,80840
1904,10,80668
1904,11,80507
1904,12,80352
1904,13,80178
1904,14,79983
1904,15,79584
1904,16,79301
1904,17,79002
1904,18,78742
1904,19,78465
1904,20,78163
1904,21,77847
1904,22,77514
1904,23,77166
1904,24,76836
1904,25,76479
1904,26,76115
1904,27,75778
1904,28,75458
1904,29,75155
1904,30,74845
1904,31,74519
1904,32,74192
1904,33,73843
1904,34,73490
1904,35,73169
1904,36,72846
1904,37,72517
1904,38,72175
1904,39,71815
1904,40,71440
1904,41,71052
1904,42,70637
1904,43,70232
1904,44,69790
1904,45,69325
1904,46,68831
1904,47,68309
1904,48,67759
1904,49,67152
1904,50,66498
1904,51,65811
1904,52,65075
1904,53,64296
1904,54,63424
1904,55,62503
1904,56,61533
1904,57,60504
1904,58,59446
1904,59,58288
1904,60,57003
1904,61,55626
1904,62,54145
1904,63,52583
1904,64,50988
1904,65,49298
1904,66,47608
1904,67,45858
1904,68,44058
1904,69,42198
1904,70,40304
1904,71,38421
1904,72,36535
1904,73,34632
1904,74,32712
1904,75,30770
1904,76,28855
1904,77,26877
1904,78,24939
1904,79,23035
1904,80,21093
1904,81,19204
1904,82,17323
1904,83,15513
1904,84,13784
1904,85,12101
1904,86,10557
1904,87,9122
1904,88,7788
1904,89,6565
1904,90,5413
1904,91,4389
1904,92,3487
1904,93,2715
1904,94,2061
1904,95,1529
1904,96,1097
1904,97,764
1904,98,519
1904,99,337
1904,100,215
1904,101,135
1904,102,81
1904,103,48
1904,104,28
1904,105,15
1904,106,8
1904,107,4
1904,108,2
1904,109,1
1904,110,0
1904,111,0
1904,112,0
1904,113,0
1904,114,0
1904,115,0
1904,116,0
1904,117,0
1904,118,0
1904,119,0
1905,0,100000
1905,1,87208
1905,2,84559
1905,3,83329
1905,4,82528
1905,5,81916
1905,6,81440
1905,7,81133
1905,8,80913
1905,9,80714
1905,10,80546
1905,11,80397
1905,12,80237
1905,13,80058
1905,14,79729
1905,15,79486
1905,16,79221
1905,17,78983
1905,18,78727
1905,19,78445
1905,20,78151
1905,21,77837
1905,22,77504
1905,23,77182
1905,24,76829
1905,25,76470
1905,26,76135
1905,27,75820
1905,28,75524
1905,29,75224
1905,30,74908
1905,31,74588
1905,32,74252
1905,33,73913
1905,34,73608
1905,35,73300
1905,36,72987
1905,37,72663
1905,38,72323
1905,39,71970
1905,40,71605
1905,41,71214
1905,42,70836
1905,43,70424
1905,44,69991
1905,45,69538
1905,46,69057
1905,47,68549
1905,48,67993
1905,49,67395
1905,50,66767
1905,51,66089
1905,52,65367
1905,53,64551
1905,54,63680
1905,55,62764
1905,56,61789
1905,57,60796
1905,58,59716
1905,59,58520
1905,60,57244
1905,61,55859
1905,62,54374
1905,63,52839
1905,64,51200
1905,65,49560
1905,66,47868
1905,67,46125
1905,68,44319
1905,69,42472
1905,70,40628
1905,71,38778
1905,72,36903
1905,73,35006
1905,74,33076
1905,75,31164
1905,76,29188
1905,77,27238
1905,78,25309
1905,79,23330
1905,80,21389
1905,81,19451
1905,82,17568
1905,83,15758
1905,84,13980
1905,85,12329
1905,86,10778
1905,87,9319
1905,88,7967
1905,89,6673
1905,90,5506
1905,91,4458
1905,92,3543
1905,93,2752
1905,94,2092
1905,95,1541
1905,96,1102
1905,97,769
1905,98,515
1905,99,336
1905,100,218
1905,101,134
1905,102,82
1905,103,49
1905,104,28
1905,105,16
1905,106,9
1905,107,5
1905,108,2
1905,109,1
1905,110,0
1905,111,0
1905,112,0
1905,113,0
1905,114,0
1905,115,0
1905,116,0
1905,117,0
1905,118,0
1905,119,0
1906,0,100000
1906,1,86909
1906,2,84457
1906,3,83286
1906,4,82513
1906,5,81870
1906,6,81461
1906,7,81172
1906,8,80924
1906,9,80735
1906,10,80581
1906,11,80431
1906,12,80264
1906,13,79987
1906,14,79777
1906,15,79543
1906,16,79326
1906,17,79092
1906,18,78833
1906,19,78558
1906,20,78264
1906,21,77951
1906,22,77642
1906,23,77298
1906,24,76944
1906,25,76608
1906,26,76294
1906,27,76003
1906,28,75710
1906,29,75403
1906,30,75088
1906,31,74759
1906,32,74432
1906,33,74140
1906,34,73845
1906,35,73545
1906,36,73237
1906,37,72915
1906,38,72581
1906,39,72237
1906,40,71865
1906,41,71512
1906,42,71130
1906,43,70727
1906,44,70311
1906,45,69866
1906,46,69394
1906,47,68882
1906,48,68333
1906,49,67760
1906,50,67138
1906,51,66469
1906,52,65712
1906,53,64893
1906,54,64030
1906,55,63102
1906,56,62159
1906,57,61143
1906,58,60027
1906,59,58848
1906,60,57563
1906,61,56164
1906,62,54701
1906,63,53121
1906,64,51533
1906,65,49896
1906,66,48213
1906,67,46462
1906,68,44665
1906,69,42861
1906,70,41049
1906,71,39206
1906,72,37338
1906,73,35427
1906,74,33524
1906,75,31558
1906,76,29605
1906,77,27663
1906,78,25660
1906,79,23677
1906,80,21694
1906,81,19750
1906,82,17867
1906,83,16005
1906,84,14257
1906,85,12597
1906,86,11021
1906,87,9545
1906,88,8112
1906,89,6802
1906,90,5606
1906,91,4543
1906,92,3604
1906,93,2803
1906,94,2117
1906,95,1556
1906,96,1116
1906,97,769
1906,98,517
1906,99,343
1906,100,218
1906,101,137
1906,102,85
1906,103,50
1906,104,30
1906,105,17
1906,106,9
1906,107,5
1906,108,2
1906,109,1
1906,110,1
1906,111,0
1906,112,0
1906,113,0
1906,114,0
1906,115,0
1906,116,0
1906,117,0
1906,118,0
1906,119,0
1907,0,100000
1907,1,87503
1907,2,85151
1907,3,84012
1907,4,83192
1907,5,82646
1907,6,82259
1907,7,81934
1907,8,81704
1907,9,81530
1907,10,81375
1907,11,81212
1907,12,80964
1907,13,80776
1907,14,80565
1907,15,80364
1907,16,80153
1907,17,79915
1907,18,79659
1907,19,79382
1907,20,79087
1907,21,78792
1907,22,78459
1907,23,78110
1907,24,77774
1907,25,77456
1907,26,77165
1907,27,76874
1907,28,76572
1907,29,76259
1907,30,75934
1907,31,75613
1907,32,75328
1907,33,75043
1907,34,74752
1907,35,74456
1907,36,74147
1907,37,73830
1907,38,73501
1907,39,73143
1907,40,72809
1907,41,72452
1907,42,72076
1907,43,71690
1907,44,71276
1907,45,70829
1907,46,70351
1907,47,69841
1907,48,69313
1907,49,68739
1907,50,68116
1907,51,67414
1907,52,66648
1907,53,65833
1907,54,64944
1907,55,64037
1907,56,63064
1907,57,62007
1907,58,60905
1907,59,59707
1907,60,58388
1907,61,56996
1907,62,55475
1907,63,53931
1907,64,52337
1907,65,50703
1907,66,48992
1907,67,47236
1907,68,45464
1907,69,43679
1907,70,41856
1907,71,40007
1907,72,38109
1907,73,36208
1907,74,34243
1907,75,32280
1907,76,30321
1907,77,28289
1907,78,26263
1907,79,24229
1907,80,22222
1907,81,20260
1907,82,18312
1907,83,16463
1907,84,14690
1907,85,12992
1907,86,11387
1907,87,9810
1907,88,8350
1907,89,6997
1907,90,5772
1907,91,4670
1907,92,3711
1907,93,2869
1907,94,2164
1907,95,1595
1907,96,1131
1907,97,783
1907,98,534
1907,99,348
1907,100,225
1907,101,143
1907,102,88
1907,103,54
1907,104,31
1907,105,18
1907,106,10
1907,107,5
1907,108,3
1907,109,1
1907,110,1
1907,111,0
1907,112,0
1907,113,0
1907,114,0
1907,115,0
1907,116,0
1907,117,0
1907,118,0
1907,119,0
1908,0,100000
1908,1,87979
1908,2,85698
1908,3,84492
1908,4,83799
1908,5,83285
1908,6,82856
1908,7,82562
1908,8,82351
1908,9,82174
1908,10,82004
1908,11,81762
1908,12,81584
1908,13,81391
1908,14,81205
1908,15,81015
1908,16,80799
1908,17,80565
1908,18,80307
1908,19,80030
1908,20,79751
1908,21,79433
1908,22,79097
1908,23,78765
1908,24,78445
1908,25,78154
1908,26,77865
1908,27,77565
1908,28,77255
1908,29,76935
1908,30,76620
1908,31,76342
1908,32,76066
1908,33,75784
1908,34,75498
1908,35,75203
1908,36,74901
1908,37,74587
1908,38,74244
1908,39,73927
1908,40,73595
1908,41,73245
1908,42,72887
1908,43,72503
1908,44,72083
1908,45,71636
1908,46,71161
1908,47,70674
1908,48,70146
1908,49,69567
1908,50,68923
1908,51,68217
1908,52,67455
1908,53,66613
1908,54,65745
1908,55,64811
1908,56,63806
1908,57,62766
1908,58,61648
1908,59,60412
1908,60,59100
1908,61,57655
1908,62,56168
1908,63,54627
1908,64,53047
1908,65,51384
1908,66,49677
1908,67,47950
1908,68,46203
1908,69,44410
1908,70,42592
1908,71,40720
1908,72,38837
1908,73,36886
1908,74,34926
1908,75,32967
1908,76,30925
1908,77,28876
1908,78,26810
1908,79,24757
1908,80,22734
1908,81,20719
1908,82,18789
1908,83,16919
1908,84,15114
1908,85,13394
1908,86,11686
1908,87,10085
1908,88,8580
1908,89,7197
1908,90,5931
1908,91,4807
1908,92,3798
1908,93,2936
1908,94,2221
1908,95,1622
1908,96,1156
1908,97,811
1908,98,544
1908,99,361
1908,100,236
1908,101,149
1908,102,94
1908,103,57
1908,104,33
1908,105,19
1908,106,10
1908,107,5
1908,108,3
1908,109,1
1908,110,1
1908,111,0
1908,112,0
1908,113,0
1908,114,0
1908,115,0
1908,116,0
1908,117,0
1908,118,0
1908,119,0
1909,0,100000
1909,1,88543
1909,2,86127
1909,3,85109
1909,4,84456
1909,5,83894
1909,6,83513
1909,7,83245
1909,8,83021
1909,9,82828
1909,10,82570
1909,11,82389
1909,12,82207
1909,13,82029
1909,14,81857
1909,15,81660
1909,16,81448
1909,17,81211
1909,18,80955
1909,19,80692
1909,20,80389
1909,21,80070
1909,22,79750
1909,23,79433
1909,24,79143
1909,25,78854
1909,26,78556
1909,27,78249
1909,28,77932
1909,29,77624
1909,30,77351
1909,31,77084
1909,32,76810
1909,33,76533
1909,34,76249
1909,35,75961
1909,36,75661
1909,37,75332
1909,38,75031
1909,39,74721
1909,40,74397
1909,41,74062
1909,42,73707
1909,43,73314
1909,44,72898
1909,45,72454
1909,46,72002
1909,47,71515
1909,48,70978
1909,49,70388
1909,50,69744
1909,51,69038
1909,52,68249
1909,53,67425
1909,54,66532
1909,55,65574
1909,56,64582
1909,57,63526
1909,58,62366
1909,59,61133
1909,60,59769
1909,61,58349
1909,62,56866
1909,63,55344
1909,64,53731
1909,65,52077
1909,66,50403
1909,67,48702
1909,68,46946
1909,69,45165
1909,70,43327
1909,71,41472
1909,72,39542
1909,73,37596
1909,74,35647
1909,75,33607
1909,76,31551
1909,77,29468
1909,78,27384
1909,79,25314
1909,80,23245
1909,81,21250
1909,82,19300
1909,83,17403
1909,84,15578
1909,85,13752
1909,86,12021
1909,87,10372
1909,88,8834
1909,89,7405
1909,90,6113
1909,91,4930
1909,92,3898
1909,93,3022
1909,94,2270
1909,95,1665
1909,96,1202
1909,97,831
1909,98,567
1909,99,380
1909,100,247
1909,101,159
1909,102,99
1909,103,60
1909,104,35
1909,105,20
1909,106,11
1909,107,6
1909,108,3
1909,109,1
1909,110,1
1909,111,0
1909,112,0
1909,113,0
1909,114,0
1909,115,0
1909,116,0
1909,117,0
1909,118,0
1909,119,0
1910,0,100000
1910,1,87994
1910,2,85984
1910,3,85035
1910,4,84326
1910,5,83838
1910,6,83494
1910,7,83199
1910,8,82964
1910,9,82670
1910,10,82476
1910,11,82298
1910,12,82122
1910,13,81963
1910,14,81784
1910,15,81594
1910,16,81381
1910,17,81150
1910,18,80907
1910,19,80621
1910,20,80323
1910,21,80023
1910,22,79718
1910,23,79434
1910,24,79149
1910,25,78854
1910,26,78554
1910,27,78243
1910,28,77942
1910,29,77677
1910,30,77420
1910,31,77157
1910,32,76891
1910,33,76619
1910,34,76344
1910,35,76058
1910,36,75746
1910,37,75464
1910,38,75177
1910,39,74877
1910,40,74566
1910,41,74242
1910,42,73880
1910,43,73497
1910,44,73086
1910,45,72672
1910,46,72224
1910,47,71732
1910,48,71194
1910,49,70612
1910,50,69968
1910,51,69245
1910,52,68481
1910,53,67640
1910,54,66737
1910,55,65795
1910,56,64795
1910,57,63709
1910,58,62560
1910,59,61286
1910,60,59947
1910,61,58540
1910,62,57092
1910,63,55548
1910,64,53964
1910,65,52361
1910,66,50726
1910,67,49031
1910,68,47309
1910,69,45525
1910,70,43720
1910,71,41835
1910,72,39930
1910,73,38017
1910,74,36007
1910,75,33976
1910,76,31906
1910,77,29824
1910,78,27742
1910,79,25650
1910,80,23623
1910,81,21627
1910,82,19672
1910,83,17773
1910,84,15861
1910,85,14027
1910,86,12262
1910,87,10593
1910,88,9019
1910,89,7574
1910,90,6224
1910,91,5025
1910,92,3985
1910,93,3073
1910,94,2319
1910,95,1722
1910,96,1228
1910,97,862
1910,98,593
1910,99,395
1910,100,261
1910,101,168
1910,102,105
1910,103,64
1910,104,38
1910,105,22
1910,106,12
1910,107,6
1910,108,3
1910,109,1
1910,110,1
1910,111,0
1910,112,0
1910,113,0
1910,114,0
1910,115,0
1910,116,0
1910,117,0
1910,118,0
1910,119,0
1911,0,100000
1911,1,89544
1911,2,87637
1911,3,86585
1911,4,85958
1911,5,85508
1911,6,85107
1911,7,84802
1911,8,84440
1911,9,84218
1911,10,84029
1911,11,83843
1911,12,83689
1911,13,83521
1911,14,83345
1911,15,83150
1911,16,82940
1911,17,82715
1911,18,82446
1911,19,82161
1911,20,81876
1911,21,81583
1911,22,81305
1911,23,81022
1911,24,80724
1911,25,80426
1911,26,80114
1911,27,79814
1911,28,79549
1911,29,79296
1911,30,79038
1911,31,78777
1911,32,78511
1911,33,78244
1911,34,77964
1911,35,77660
1911,36,77391
1911,37,77119
1911,38,76836
1911,39,76541
1911,40,76238
1911,41,75903
1911,42,75545
1911,43,75160
1911,44,74772
1911,45,74352
1911,46,73892
1911,47,73390
1911,48,72853
1911,49,72254
1911,50,71583
1911,51,70870
1911,52,70074
1911,53,69210
1911,54,68301
1911,55,67330
1911,56,66286
1911,57,65189
1911,58,63977
1911,59,62692
1911,60,61334
1911,61,59934
1911,62,58436
1911,63,56893
1911,64,55332
1911,65,53734
1911,66,52074
1911,67,50381
1911,68,48622
1911,69,46838
1911,70,44964
1911,71,43072
1911,72,41164
1911,73,39156
1911,74,37118
1911,75,35031
1911,76,32925
1911,77,30806
1911,78,28665
1911,79,26578
1911,80,24512
1911,81,22476
1911,82,20482
1911,83,18460
1911,84,16502
1911,85,14599
1911,86,12776
1911,87,11037
1911,88,9414
1911,89,7873
1911,90,6481
1911,91,5248
1911,92,4145
1911,93,3211
1911,94,2451
1911,95,1801
1911,96,1301
1911,97,920
1911,98,630
1911,99,427
1911,100,282
1911,101,181
1911,102,113
1911,103,69
1911,104,41
1911,105,23
1911,106,13
1911,107,7
1911,108,3
1911,109,2
1911,110,1
1911,111,0
1911,112,0
1911,113,0
1911,114,0
1911,115,0
1911,116,0
1911,117,0
1911,118,0
1911,119,0
1912,0,100000
1912,1,89759
1912,2,87676
1912,3,86763
1912,4,86196
1912,5,85663
1912,6,85267
1912,7,84817
1912,8,84559
1912,9,84348
1912,10,84149
1912,11,83993
1912,12,83835
1912,13,83674
1912,14,83498
1912,15,83310
1912,16,83107
1912,17,82863
1912,18,82601
1912,19,82334
1912,20,82057
1912,21,81795
1912,22,81524
1912,23,81233
1912,24,80941
1912,25,80634
1912,26,80338
1912,27,80078
1912,28,79832
1912,29,79581
1912,30,79329
1912,31,79074
1912,32,78817
1912,33,78547
1912,34,78255
1912,35,78001
1912,36,77747
1912,37,77484
1912,38,77210
1912,39,76931
1912,40,76627
1912,41,76301
1912,42,75948
1912,43,75593
1912,44,75205
1912,45,74783
1912,46,74319
1912,47,73827
1912,48,73280
1912,49,72669
1912,50,72019
1912,51,71288
1912,52,70486
1912,53,69629
1912,54,68705
1912,55,67716
1912,56,66681
1912,57,65545
1912,58,64337
1912,59,63052
1912,60,61723
1912,61,60302
1912,62,58831
1912,63,57341
1912,64,55809
1912,65,54216
1912,66,52588
1912,67,50890
1912,68,49162
1912,69,47339
1912,70,45496
1912,71,43632
1912,72,41670
1912,73,39672
1912,74,37613
1912,75,35529
1912,76,33426
1912,77,31289
1912,78,29192
1912,79,27103
1912,80,25037
1912,81,22996
1912,82,20913
1912,83,18881
1912,84,16888
1912,85,14956
1912,86,13093
1912,87,11330
1912,88,9630
1912,89,8071
1912,90,6663
1912,91,5379
1912,92,4269
1912,93,3341
1912,94,2529
1912,95,1881
1912,96,1368
1912,97,963
1912,98,671
1912,99,453
1912,100,299
1912,101,193
1912,102,121
1912,103,74
1912,104,44
1912,105,25
1912,106,14
1912,107,7
1912,108,4
1912,109,2
1912,110,1
1912,111,0
1912,112,0
1912,113,0
1912,114,0
1912,115,0
1912,116,0
1912,117,0
1912,118,0
1912,119,0
1913,0,100000
1913,1,89424
1913,2,87629
1913,3,86807
1913,4,86135
1913,5,85624
1913,6,85054
1913,7,84750
1913,8,84502
1913,9,84282
1913,10,84118
1913,11,83965
1913,12,83813
1913,13,83651
1913,14,83481
1913,15,83301
1913,16,83084
1913,17,82847
1913,18,82602
1913,19,82342
1913,20,82096
1913,21,81842
1913,22,81564
1913,23,81280
1913,24,80979
1913,25,80687
1913,26,80433
1913,27,80191
1913,28,79947
1913,29,79703
1913,30,79459
1913,31,79211
1913,32,78952
1913,33,78670
1913,34,78430
1913,35,78192
1913,36,77947
1913,37,77694
1913,38,77438
1913,39,77160
1913,40,76864
1913,41,76545
1913,42,76221
1913,43,75865
1913,44,75479
1913,45,75050
1913,46,74596
1913,47,74097
1913,48,73541
1913,49,72950
1913,50,72286
1913,51,71549
1913,52,70753
1913,53,69883
1913,54,68951
1913,55,67977
1913,56,66911
1913,57,65780
1913,58,64572
1913,59,63316
1913,60,61976
1913,61,60580
1913,62,59166
1913,63,57707
1913,64,56185
1913,65,54625
1913,66,52996
1913,67,51336
1913,68,49576
1913,69,47791
1913,70,45979
1913,71,44076
1913,72,42128
1913,73,40113
1913,74,38066
1913,75,35993
1913,76,33881
1913,77,31793
1913,78,29701
1913,79,27623
1913,80,25554
1913,81,23430
1913,82,21347
1913,83,19286
1913,84,17266
1913,85,15301
1913,86,13415
1913,87,11575
1913,88,9862
1913,89,8288
1913,90,6828
1913,91,5540
1913,92,4438
1913,93,3451
1913,94,2640
1913,95,1975
1913,96,1432
1913,97,1024
1913,98,710
1913,99,480
1913,100,317
1913,101,205
1913,102,130
1913,103,79
1913,104,47
1913,105,26
1913,106,15
1913,107,8
1913,108,3
1913,109,1
1913,110,1
1913,111,0
1913,112,0
1913,113,0
1913,114,0
1913,115,0
1913,116,0
1913,117,0
1913,118,0
1913,119,0
1914,0,100000
1914,1,90070
1914,2,88447
1914,3,87462
1914,4,86813
1914,5,86080
1914,6,85712
1914,7,85409
1914,8,85158
1914,9,84976
1914,10,84816
1914,11,84666
1914,12,84511
1914,13,84356
1914,14,84193
1914,15,83999
1914,16,83787
1914,17,83566
1914,18,83323
1914,19,83090
1914,20,82850
1914,21,82587
1914,22,82315
1914,23,82019
1914,24,81730
1914,25,81478
1914,26,81237
1914,27,80996
1914,28,80756
1914,29,80519
1914,30,80278
1914,31,80027
1914,32,79750
1914,33,79520
1914,34,79295
1914,35,79065
1914,36,78829
1914,37,78590
1914,38,78333
1914,39,78061
1914,40,77771
1914,41,77474
1914,42,77146
1914,43,76790
1914,44,76390
1914,45,75967
1914,46,75506
1914,47,74995
1914,48,74453
1914,49,73844
1914,50,73165
1914,51,72428
1914,52,71614
1914,53,70733
1914,54,69810
1914,55,68802
1914,56,67738
1914,57,66597
1914,58,65405
1914,59,64132
1914,60,62800
1914,61,61450
1914,62,60056
1914,63,58595
1914,64,57092
1914,65,55518
1914,66,53918
1914,67,52219
1914,68,50485
1914,69,48713
1914,70,46857
1914,71,44951
1914,72,42971
1914,73,40952
1914,74,38902
1914,75,36807
1914,76,34724
1914,77,32626
1914,78,30530
1914,79,28429
1914,80,26261
1914,81,24126
1914,82,21996
1914,83,19888
1914,84,17823
1914,85,15814
1914,86,13835
1914,87,11968
1914,88,10224
1914,89,8582
1914,90,7105
1914,91,5813
1914,92,4636
1914,93,3639
1914,94,2799
1914,95,2088
1914,96,1535
1914,97,1094
1914,98,759
1914,99,514
1914,100,341
1914,101,222
1914,102,138
1914,103,85
1914,104,50
1914,105,28
1914,106,16
1914,107,7
1914,108,3
1914,109,2
