Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1986,0.011538,0.000841,0.000594,0.000473,0.000383,0.000332,0.000302,0.000279,0.000252,0.000222,0.000203,0.000216,0.000291,0.000441,0.000645,0.000873,0.001088,0.001272,0.001408,0.001504,0.001597,0.001692,0.001754,0.001777,0.001772,0.001752,0.001738,0.001750,0.001801,0.001882,0.001976,0.002066,0.002143,0.002200,0.002248,0.002304,0.002383,0.002480,0.002601,0.002748,0.002924,0.003126,0.003352,0.003600,0.003879,0.004195,0.004563,0.004995,0.005501,0.006077,0.006725,0.007430,0.008181,0.008972,0.009817,0.010744,0.011769,0.012892,0.014120,0.015460,0.016933,0.018532,0.020235,0.022038,0.023967,0.026076,0.028390,0.030896,0.033607,0.036544,0.039747,0.043231,0.046991,0.051037,0.055398,0.060121,0.065225,0.070702,0.076563,0.082838,0.089577,0.096800,0.104494,0.112669,0.121355,0.130582,0.140378,0.150761,0.161742,0.173320,0.185493,0.198253,0.211589,0.225489,0.239937,0.254636,0.269518,0.284511,0.299538,0.314514,0.330240,0.346752,0.364090,0.382294,0.401409,0.421479,0.442553,0.464681,0.487915,0.512311,0.537926,0.564823,0.593064,0.622717,0.653853,0.686546,0.720873,0.756917,0.794762,0.834501
1987,0.011203,0.000818,0.000589,0.000483,0.000380,0.000342,0.000320,0.000300,0.000272,0.000239,0.000213,0.000219,0.000284,0.000424,0.000617,0.000834,0.001038,0.001214,0.001345,0.001438,0.001530,0.001624,0.001690,0.001720,0.001726,0.001718,0.001718,0.001740,0.001795,0.001877,0.001968,0.002056,0.002143,0.002227,0.002309,0.002407,0.002518,0.002623,0.002716,0.002810,0.002922,0.003070,0.003261,0.003503,0.003798,0.004134,0.004514,0.004956,0.005467,0.006043,0.006695,0.007402,0.008138,0.008891,0.009684,0.010545,0.011511,0.012605,0.013846,0.015226,0.016751,0.018385,0.020080,0.021818,0.023642,0.025634,0.027843,0.030253,0.032882,0.035753,0.038885,0.042300,0.046018,0.050061,0.054443,0.059211,0.064351,0.069815,0.075595,0.081746,0.088291,0.095345,0.103032,0.111419,0.120439,0.129978,0.139942,0.150275,0.160964,0.172030,0.183507,0.195429,0.207833,0.220746,0.234190,0.247943,0.261962,0.276203,0.290615,0.305146,0.320403,0.336424,0.353245,0.370907,0.389452,0.408925,0.429371,0.450840,0.473382,0.497051,0.521903,0.547999,0.575399,0.604168,0.634377,0.666096,0.699401,0.734371,0.771089,0.809644
1988,0.011024,0.000829,0.000582,0.000455,0.000363,0.000328,0.000308,0.000290,0.000262,0.000227,0.000199,0.000204,0.000273,0.000424,0.000633,0.000867,0.001086,0.001270,0.001400,0.001487,0.001570,0.001656,0.001716,0.001744,0.001751,0.001746,0.001746,0.001770,0.001828,0.001914,0.002009,0.002101,0.002195,0.002287,0.002379,0.002487,0.002606,0.002719,0.002819,0.002919,0.003036,0.003186,0.003372,0.003602,0.003878,0.004196,0.004557,0.004966,0.005427,0.005943,0.006524,0.007170,0.007878,0.008648,0.009489,0.010415,0.011436,0.012548,0.013757,0.015070,0.016507,0.018070,0.019745,0.021534,0.023454,0.025570,0.027875,0.030303,0.032846,0.035557,0.038519,0.041803,0.045430,0.049440,0.053842,0.058678,0.063915,0.069499,0.075417,0.081744,0.088636,0.096145,0.104209,0.112845,0.122117,0.132104,0.142869,0.154457,0.166892,0.180178,0.194306,0.209264,0.225029,0.241578,0.258880,0.276302,0.293702,0.310927,0.327818,0.344209,0.361419,0.379490,0.398465,0.418388,0.439307,0.461273,0.484336,0.508553,0.533981,0.560680,0.588714,0.618150,0.649057,0.681510,0.715585,0.751365,0.788933,0.828380,0.869799,0.913289
1989,0.010857,0.000807,0.000535,0.000432,0.000366,0.000323,0.000299,0.000278,0.000251,0.000218,0.000193,0.000201,0.000271,0.000420,0.000624,0.000854,0.001070,0.001248,0.001367,0.001439,0.001505,0.001578,0.001637,0.001682,0.001718,0.001745,0.001776,0.001820,0.001886,0.001970,0.002060,0.002149,0.002243,0.002340,0.002440,0.002555,0.002680,0.002793,0.002888,0.002979,0.003084,0.003220,0.003397,0.003624,0.003899,0.004220,0.004579,0.004972,0.005397,0.005865,0.006387,0.006980,0.007655,0.008422,0.009279,0.010227,0.011255,0.012350,0.013509,0.014746,0.016100,0.017579,0.019162,0.020851,0.022665,0.024664,0.026848,0.029174,0.031637,0.034282,0.037183,0.040389,0.043907,0.047765,0.051985,0.056606,0.061626,0.067027,0.072814,0.079034,0.085803,0.093131,0.100943,0.109236,0.118087,0.127592,0.137832,0.148863,0.160708,0.173364,0.186814,0.201036,0.216002,0.231681,0.248039,0.264531,0.281028,0.297396,0.313491,0.329166,0.345624,0.362905,0.381051,0.400103,0.420108,0.441114,0.463169,0.486328,0.510644,0.536177,0.562985,0.591135,0.620691,0.651726,0.684312,0.718528,0.754454,0.792177,0.831786,0.873375
1990,0.010287,0.000769,0.000526,0.000396,0.000335,0.000300,0.000283,0.000265,0.000235,0.000194,0.000160,0.000162,0.000237,0.000404,0.000635,0.000897,0.001139,0.001333,0.001451,0.001512,0.001562,0.001623,0.001671,0.001710,0.001743,0.001768,0.001794,0.001833,0.001890,0.001963,0.002040,0.002120,0.002210,0.002312,0.002425,0.002555,0.002691,0.002810,0.002903,0.002985,0.003079,0.003205,0.003369,0.003583,0.003843,0.004147,0.004487,0.004862,0.005271,0.005722,0.006230,0.006806,0.007455,0.008185,0.008997,0.009895,0.010877,0.011943,0.013094,0.014339,0.015701,0.017181,0.018762,0.020443,0.022242,0.024230,0.026395,0.028668,0.031037,0.033559,0.036322,0.039402,0.042823,0.046627,0.050824,0.055426,0.060419,0.065793,0.071548,0.077731,0.084480,0.091787,0.099538,0.107716,0.116421,0.125788,0.135929,0.146916,0.158779,0.171510,0.185086,0.199473,0.214631,0.230521,0.247100,0.263788,0.280446,0.296927,0.313075,0.328729,0.345165,0.362423,0.380544,0.399572,0.419550,0.440528,0.462554,0.485682,0.509966,0.535464,0.562237,0.590349,0.619867,0.650860,0.683403,0.717573,0.753452,0.791124,0.830681,0.872215
1991,0.009982,0.000754,0.000513,0.000416,0.000331,0.000290,0.000269,0.000251,0.000225,0.000190,0.000164,0.000174,0.000254,0.000422,0.000650,0.000909,0.001149,0.001340,0.001457,0.001516,0.001567,0.001626,0.001670,0.001699,0.001718,0.001729,0.001743,0.001776,0.001839,0.001926,0.002020,0.002114,0.002214,0.002320,0.002432,0.002560,0.002695,0.002816,0.002913,0.003002,0.003098,0.003226,0.003397,0.003625,0.003903,0.004229,0.004584,0.004949,0.005314,0.005699,0.006126,0.006630,0.007236,0.007962,0.008798,0.009730,0.010733,0.011794,0.012901,0.014076,0.015357,0.016766,0.018292,0.019944,0.021733,0.023710,0.025854,0.028101,0.030435,0.032913,0.035644,0.038685,0.042023,0.045684,0.049702,0.054109,0.058939,0.064223,0.069989,0.076258,0.083070,0.090421,0.098285,0.106663,0.115601,0.125155,0.135373,0.146285,0.157904,0.170224,0.183233,0.196912,0.211240,0.226192,0.241743,0.257456,0.273226,0.288936,0.304467,0.319690,0.335674,0.352458,0.370081,0.388585,0.408014,0.428415,0.449836,0.472328,0.495944,0.520741,0.546778,0.574117,0.602823,0.632964,0.664612,0.697843,0.732735,0.769372,0.807841,0.848233
1992,0.009373,0.000681,0.000494,0.000379,0.000305,0.000274,0.000259,0.000245,0.000220,0.000184,0.000154,0.000159,0.000232,0.000392,0.000612,0.000861,0.001092,0.001276,0.001388,0.001445,0.001493,0.001552,0.001595,0.001624,0.001645,0.001658,0.001675,0.001714,0.001786,0.001883,0.001991,0.002098,0.002208,0.002319,0.002431,0.002555,0.002688,0.002821,0.002952,0.003085,0.003236,0.003406,0.003586,0.003776,0.003984,0.004224,0.004504,0.004820,0.005178,0.005584,0.006041,0.006561,0.007160,0.007847,0.008621,0.009488,0.010434,0.011439,0.012495,0.013624,0.014850,0.016208,0.017719,0.019404,0.021256,0.023313,0.025517,0.027768,0.030031,0.032384,0.034963,0.037869,0.041106,0.044721,0.048728,0.053150,0.057975,0.063194,0.068811,0.074880,0.081505,0.088722,0.096500,0.104854,0.113833,0.123493,0.133881,0.145030,0.156958,0.169667,0.183153,0.197403,0.212402,0.228131,0.244565,0.261105,0.277612,0.293940,0.309933,0.325429,0.341701,0.358786,0.376725,0.395561,0.415339,0.436106,0.457912,0.480807,0.504848,0.530090,0.556595,0.584424,0.613645,0.644328,0.676544,0.710371,0.745890,0.783184,0.822344,0.863461
1993,0.009232,0.000699,0.000504,0.000409,0.000318,0.000276,0.000254,0.000236,0.000210,0.000176,0.000150,0.000160,0.000239,0.000404,0.000629,0.000883,0.001119,0.001308,0.001425,0.001487,0.001541,0.001605,0.001647,0.001668,0.001675,0.001671,0.001674,0.001711,0.001794,0.001914,0.002048,0.002178,0.002302,0.002413,0.002516,0.002624,0.002746,0.002878,0.003021,0.003177,0.003354,0.003545,0.003730,0.003903,0.004078,0.004278,0.004524,0.004823,0.005185,0.005610,0.006095,0.006636,0.007239,0.007909,0.008650,0.009479,0.010397,0.011389,0.012453,0.013606,0.014861,0.016245,0.017787,0.019504,0.021388,0.023490,0.025739,0.028017,0.030277,0.032613,0.035178,0.038094,0.041374,0.045077,0.049211,0.053794,0.058801,0.064210,0.070017,0.076291,0.083114,0.090576,0.098724,0.107607,0.117218,0.127530,0.138519,0.150176,0.162503,0.175513,0.189220,0.203636,0.218767,0.234613,0.251170,0.267861,0.284560,0.301130,0.317425,0.333296,0.349961,0.367459,0.385832,0.405124,0.425380,0.446649,0.468981,0.492430,0.517052,0.542905,0.570050,0.598552,0.628480,0.659904,0.692899,0.727544,0.763921,0.802117,0.842223,0.884334
1994,0.008796,0.000674,0.000492,0.000385,0.000308,0.000268,0.000248,0.000231,0.000204,0.000169,0.000141,0.000149,0.000228,0.000395,0.000625,0.000885,0.001125,0.001315,0.001430,0.001486,0.001536,0.001594,0.001632,0.001647,0.001649,0.001638,0.001636,0.001672,0.001762,0.001892,0.002039,0.002181,0.002313,0.002427,0.002530,0.002636,0.002758,0.002893,0.003046,0.003214,0.003405,0.003607,0.003797,0.003968,0.004136,0.004322,0.004554,0.004845,0.005212,0.005648,0.006151,0.006701,0.007278,0.007872,0.008505,0.009207,0.010013,0.010945,0.012023,0.013241,0.014580,0.016024,0.017579,0.019242,0.021024,0.022996,0.025129,0.027325,0.029557,0.031896,0.034492,0.037409,0.040596,0.044079,0.047912,0.052163,0.056892,0.062131,0.067923,0.074296,0.081286,0.088903,0.097149,0.106036,0.115604,0.125900,0.136960,0.148810,0.161458,0.174903,0.189135,0.204135,0.219884,0.236356,0.253522,0.270787,0.288003,0.305010,0.321641,0.337723,0.354609,0.372339,0.390956,0.410504,0.431029,0.452581,0.475210,0.498970,0.523919,0.550115,0.577620,0.606501,0.636826,0.668668,0.702101,0.737206,0.774066,0.812770,0.853408,0.896079
1995,0.008308,0.000666,0.000466,0.000344,0.000287,0.000256,0.000242,0.000229,0.000206,0.000176,0.000152,0.000160,0.000233,0.000386,0.000597,0.000833,0.001052,0.001232,0.001350,0.001420,0.001487,0.001560,0.001606,0.001620,0.001616,0.001597,0.001590,0.001621,0.001708,0.001838,0.001984,0.002125,0.002259,0.002378,0.002487,0.002602,0.002731,0.002874,0.003033,0.003206,0.003401,0.003605,0.003802,0.003983,0.004163,0.004364,0.004605,0.004890,0.005230,0.005625,0.006078,0.006582,0.007130,0.007722,0.008370,0.009093,0.009912,0.010835,0.011875,0.013033,0.014306,0.015694,0.017206,0.018846,0.020621,0.022591,0.024719,0.026915,0.029151,0.031497,0.034102,0.037026,0.040222,0.043712,0.047550,0.051822,0.056573,0.061799,0.067530,0.073818,0.080717,0.088283,0.096554,0.105566,0.115335,0.125868,0.137171,0.149250,0.162110,0.175760,0.190201,0.205433,0.221449,0.238235,0.255772,0.273393,0.290936,0.308231,0.325098,0.341353,0.358420,0.376341,0.395158,0.414916,0.435662,0.457445,0.480317,0.504333,0.529550,0.556027,0.583829,0.613020,0.643671,0.675855,0.709648,0.745130,0.782387,0.821506,0.862581,0.905710
1996,0.008025,0.000593,0.000436,0.000353,0.000274,0.000248,0.000236,0.000224,0.000201,0.000169,0.000142,0.000146,0.000211,0.000354,0.000552,0.000773,0.000978,0.001149,0.001268,0.001343,0.001417,0.001493,0.001534,0.001534,0.001505,0.001462,0.001430,0.001435,0.001493,0.001591,0.001705,0.001816,0.001927,0.002033,0.002137,0.002250,0.002379,0.002522,0.002682,0.002858,0.003055,0.003265,0.003472,0.003670,0.003870,0.004095,0.004357,0.004655,0.004994,0.005378,0.005818,0.006312,0.006854,0.007443,0.008093,0.008814,0.009630,0.010561,0.011623,0.012811,0.014121,0.015536,0.017045,0.018642,0.020346,0.022231,0.024284,0.026420,0.028623,0.030954,0.033549,0.036459,0.039628,0.043076,0.046862,0.051077,0.055779,0.060977,0.066708,0.073014,0.079959,0.087567,0.095831,0.104769,0.114429,0.124866,0.136124,0.148235,0.161211,0.175051,0.189747,0.205282,0.221632,0.238771,0.256667,0.274623,0.292465,0.310007,0.327054,0.343407,0.360577,0.378606,0.397536,0.417413,0.438284,0.460198,0.483208,0.507368,0.532737,0.559374,0.587342,0.616709,0.647545,0.679922,0.713918,0.749614,0.787095,0.826449,0.867772,0.911161
1997,0.007952,0.000589,0.000398,0.000323,0.000251,0.000225,0.000214,0.000203,0.000184,0.000158,0.000138,0.000146,0.000208,0.000341,0.000523,0.000724,0.000911,0.001072,0.001189,0.001269,0.001349,0.001428,0.001470,0.001467,0.001434,0.001386,0.001348,0.001337,0.001367,0.001429,0.001504,0.001580,0.001660,0.001742,0.001830,0.001928,0.002044,0.002178,0.002333,0.002508,0.002702,0.002911,0.003133,0.003366,0.003614,0.003896,0.004206,0.004519,0.004828,0.005153,0.005516,0.005943,0.006446,0.007040,0.007724,0.008496,0.009346,0.010268,0.011260,0.012338,0.013515,0.014821,0.016286,0.017930,0.019743,0.021757,0.023911,0.026103,0.028292,0.030559,0.033084,0.035930,0.039018,0.042367,0.046045,0.050161,0.054777,0.059898,0.065562,0.071822,0.078728,0.086336,0.094691,0.103833,0.113780,0.124542,0.136127,0.148543,0.161796,0.175894,0.190839,0.206627,0.223248,0.240688,0.258922,0.277204,0.295349,0.313159,0.330431,0.346952,0.364300,0.382515,0.401640,0.421722,0.442809,0.464949,0.488196,0.512606,0.538237,0.565148,0.593406,0.623076,0.654230,0.686941,0.721288,0.757353,0.795221,0.834982,0.876731,0.920567
1998,0.007845,0.000560,0.000391,0.000285,0.000236,0.000217,0.000209,0.000201,0.000184,0.000159,0.000140,0.000146,0.000204,0.000326,0.000494,0.000679,0.000852,0.001004,0.001122,0.001210,0.001299,0.001384,0.001428,0.001422,0.001379,0.001322,0.001276,0.001256,0.001277,0.001330,0.001396,0.001463,0.001539,0.001623,0.001716,0.001822,0.001944,0.002084,0.002245,0.002425,0.002623,0.002837,0.003062,0.003299,0.003548,0.003830,0.004139,0.004449,0.004756,0.005074,0.005430,0.005846,0.006336,0.006912,0.007573,0.008322,0.009146,0.010036,0.010985,0.012015,0.013145,0.014407,0.015828,0.017428,0.019198,0.021163,0.023274,0.025463,0.027701,0.030049,0.032674,0.035600,0.038716,0.042016,0.045593,0.049580,0.054085,0.059134,0.064790,0.071080,0.078044,0.085682,0.093993,0.102987,0.112725,0.123274,0.134693,0.147018,0.160265,0.174428,0.189494,0.205439,0.222234,0.239844,0.258231,0.276650,0.294908,0.312799,0.330107,0.346612,0.363943,0.382140,0.401247,0.421309,0.442375,0.464493,0.487718,0.512104,0.537709,0.564595,0.592824,0.622466,0.653589,0.686268,0.720582,0.756611,0.794441,0.834164,0.875872,0.919665
1999,0.007725,0.000556,0.000404,0.000304,0.000238,0.000215,0.000204,0.000193,0.000173,0.000147,0.000126,0.000131,0.000187,0.000307,0.000474,0.000658,0.000830,0.000979,0.001091,0.001171,0.001251,0.001330,0.001372,0.001369,0.001336,0.001289,0.001252,0.001237,0.001258,0.001308,0.001369,0.001433,0.001507,0.001590,0.001684,0.001792,0.001916,0.002057,0.002215,0.002393,0.002586,0.002797,0.003027,0.003278,0.003550,0.003859,0.004189,0.004508,0.004803,0.005098,0.005419,0.005805,0.006283,0.006875,0.007570,0.008362,0.009213,0.010088,0.010968,0.011890,0.012903,0.014062,0.015390,0.016915,0.018628,0.020532,0.022591,0.024772,0.027061,0.029500,0.032248,0.035287,0.038462,0.041744,0.045252,0.049183,0.053674,0.058739,0.064447,0.070835,0.077903,0.085692,0.094284,0.103719,0.114010,0.125152,0.137143,0.149980,0.163669,0.178213,0.193615,0.209870,0.226970,0.244896,0.263624,0.282389,0.300994,0.319231,0.336883,0.353727,0.371413,0.389984,0.409483,0.429957,0.451455,0.474028,0.497729,0.522616,0.548747,0.576184,0.604993,0.635243,0.667005,0.700355,0.735373,0.772142,0.810749,0.851286,0.893850,0.938543
2000,0.007589,0.000543,0.000376,0.000283,0.000218,0.000200,0.000191,0.000183,0.000167,0.000144,0.000127,0.000134,0.000189,0.000304,0.000464,0.000639,0.000803,0.000952,0.001074,0.001171,0.001271,0.001365,0.001418,0.001418,0.001381,0.001330,0.001289,0.001267,0.001275,0.001308,0.001350,0.001397,0.001461,0.001543,0.001643,0.001760,0.001892,0.002040,0.002203,0.002383,0.002579,0.002793,0.003030,0.003294,0.003580,0.003903,0.004243,0.004567,0.004863,0.005153,0.005468,0.005844,0.006297,0.006843,0.007478,0.008197,0.008980,0.009811,0.010683,0.011619,0.012657,0.013826,0.015123,0.016563,0.018153,0.019916,0.021849,0.023934,0.026173,0.028593,0.031321,0.034324,0.037463,0.040709,0.044174,0.048084,0.052541,0.057481,0.062945,0.069017,0.075762,0.083293,0.091720,0.101117,0.111477,0.122763,0.134943,0.148003,0.161949,0.176799,0.192574,0.209288,0.226949,0.245551,0.265080,0.284596,0.303869,0.322652,0.340690,0.357724,0.375611,0.394391,0.414111,0.434816,0.456557,0.479385,0.503354,0.528522,0.554948,0.582695,0.611830,0.642422,0.674543,0.708270,0.743683,0.780868,0.819911,0.860906,0.903952,0.949149
2001,0.007505,0.000546,0.000373,0.000284,0.000243,0.000208,0.000187,0.000170,0.000149,0.000125,0.000109,0.000119,0.000177,0.000293,0.000452,0.000627,0.000793,0.000946,0.001075,0.001182,0.001292,0.001395,0.001457,0.001467,0.001439,0.001398,0.001367,0.001347,0.001349,0.001370,0.001397,0.001430,0.001489,0.001579,0.001696,0.001833,0.001981,0.002132,0.002280,0.002433,0.002595,0.002780,0.003003,0.003272,0.003577,0.003921,0.004278,0.004610,0.004901,0.005176,0.005472,0.005831,0.006266,0.006797,0.007417,0.008121,0.008885,0.009688,0.010522,0.011412,0.012397,0.013513,0.014771,0.016192,0.017775,0.019540,0.021463,0.023506,0.025655,0.027955,0.030541,0.033416,0.036474,0.039703,0.043194,0.047147,0.051619,0.056520,0.061869,0.067771,0.074337,0.081707,0.089978,0.099237,0.109475,0.120655,0.132745,0.145732,0.159624,0.174446,0.190224,0.206975,0.224711,0.243431,0.263121,0.282778,0.302158,0.320998,0.339031,0.355983,0.373782,0.392471,0.412095,0.432699,0.454334,0.477051,0.500904,0.525949,0.552246,0.579859,0.608851,0.639294,0.671259,0.704822,0.740063,0.777066,0.815919,0.856715,0.899551,0.944528
2002,0.007644,0.000528,0.000357,0.000268,0.000232,0.000203,0.000186,0.000171,0.000152,0.000128,0.000112,0.000121,0.000177,0.000293,0.000452,0.000627,0.000793,0.000946,0.001075,0.001183,0.001292,0.001396,0.001459,0.001469,0.001442,0.001402,0.001370,0.001351,0.001354,0.001378,0.001408,0.001444,0.001498,0.001574,0.001671,0.001784,0.001912,0.002057,0.002221,0.002402,0.002602,0.002820,0.003058,0.003316,0.003595,0.003900,0.004226,0.004560,0.004897,0.005246,0.005634,0.006065,0.006518,0.006995,0.007509,0.008081,0.008730,0.009467,0.010304,0.011243,0.012295,0.013453,0.014709,0.016061,0.017529,0.019166,0.020979,0.022935,0.025035,0.027313,0.029879,0.032729,0.035773,0.039002,0.042499,0.046491,0.051002,0.055876,0.061108,0.066846,0.073269,0.080572,0.088858,0.098235,0.108693,0.120186,0.132672,0.146137,0.160593,0.176075,0.192615,0.210241,0.228968,0.248799,0.269718,0.290557,0.311027,0.330818,0.349614,0.367095,0.385449,0.404722,0.424958,0.446206,0.468516,0.491942,0.516539,0.542366,0.569484,0.597958,0.627856,0.659249,0.692212,0.726822,0.763163,0.801321,0.841388,0.883457,0.927630,0.974011
2003,0.007613,0.000519,0.000367,0.000286,0.000215,0.000192,0.000180,0.000168,0.000151,0.000129,0.000114,0.000122,0.000177,0.000288,0.000442,0.000609,0.000769,0.000921,0.001056,0.001173,0.001295,0.001408,0.001477,0.001489,0.001459,0.001414,0.001379,0.001357,0.001357,0.001379,0.001408,0.001441,0.001492,0.001562,0.001650,0.001756,0.001877,0.002018,0.002180,0.002363,0.002565,0.002786,0.003030,0.003299,0.003590,0.003908,0.004245,0.004590,0.004937,0.005295,0.005691,0.006125,0.006574,0.007036,0.007527,0.008071,0.008690,0.009396,0.010203,0.011113,0.012130,0.013248,0.014460,0.015765,0.017182,0.018772,0.020532,0.022408,0.024394,0.026537,0.028944,0.031648,0.034606,0.037833,0.041383,0.045439,0.049973,0.054808,0.059915,0.065459,0.071687,0.078793,0.086813,0.095842,0.105908,0.117016,0.129170,0.142383,0.156680,0.172091,0.188644,0.206354,0.225225,0.245250,0.266402,0.287448,0.308072,0.327943,0.346718,0.364054,0.382256,0.401369,0.421437,0.442509,0.464635,0.487867,0.512260,0.537873,0.564767,0.593005,0.622655,0.653788,0.686477,0.720801,0.756841,0.794683,0.834417,0.876138,0.919945,0.965942
2004,0.007474,0.000513,0.000328,0.000247,0.000205,0.000190,0.000183,0.000174,0.000154,0.000128,0.000105,0.000107,0.000157,0.000268,0.000424,0.000595,0.000758,0.000910,0.001040,0.001152,0.001264,0.001370,0.001441,0.001465,0.001455,0.001434,0.001417,0.001401,0.001391,0.001389,0.001390,0.001399,0.001431,0.001492,0.001581,0.001688,0.001808,0.001944,0.002094,0.002260,0.002444,0.002652,0.002885,0.003148,0.003438,0.003751,0.004084,0.004439,0.004814,0.005210,0.005651,0.006119,0.006572,0.006995,0.007417,0.007876,0.008417,0.009058,0.009825,0.010710,0.011704,0.012784,0.013941,0.015169,0.016491,0.017978,0.019632,0.021398,0.023268,0.025292,0.027570,0.030137,0.032964,0.036067,0.039494,0.043411,0.047789,0.052466,0.057415,0.062791,0.068837,0.075724,0.083466,0.092145,0.101803,0.112468,0.124164,0.136916,0.150754,0.165704,0.181788,0.199019,0.217396,0.236906,0.257525,0.278031,0.298111,0.317432,0.335655,0.352438,0.370060,0.388563,0.407991,0.428391,0.449810,0.472301,0.495916,0.520711,0.546747,0.574084,0.602789,0.632928,0.664574,0.697803,0.732693,0.769328,0.807794,0.848184,0.890593,0.935123
2005,0.007566,0.000522,0.000358,0.000255,0.000204,0.000185,0.000175,0.000163,0.000144,0.000119,0.000099,0.000103,0.000155,0.000267,0.000422,0.000592,0.000755,0.000911,0.001052,0.001177,0.001305,0.001426,0.001504,0.001528,0.001511,0.001480,0.001455,0.001436,0.001431,0.001440,0.001455,0.001474,0.001504,0.001548,0.001608,0.001680,0.001771,0.001893,0.002052,0.002244,0.002461,0.002695,0.002942,0.003199,0.003470,0.003757,0.004071,0.004422,0.004814,0.005242,0.005719,0.006215,0.006685,0.007107,0.007514,0.007951,0.008470,0.009093,0.009847,0.010722,0.011712,0.012781,0.013900,0.015054,0.016279,0.017648,0.019201,0.020925,0.022836,0.024955,0.027358,0.030023,0.032872,0.035893,0.039165,0.042913,0.047156,0.051741,0.056663,0.062063,0.068216,0.075229,0.083020,0.091634,0.101193,0.111834,0.123673,0.136793,0.151241,0.167026,0.184140,0.202559,0.222243,0.243145,0.265202,0.287101,0.308469,0.328917,0.348041,0.365443,0.383715,0.402901,0.423046,0.444198,0.466408,0.489729,0.514215,0.539926,0.566922,0.595268,0.625031,0.656283,0.689097,0.723552,0.759730,0.797716,0.837602,0.879482,0.923456,0.969629
2006,0.007349,0.000465,0.000321,0.000244,0.000194,0.000181,0.000175,0.000164,0.000143,0.000113,0.000087,0.000086,0.000134,0.000244,0.000401,0.000572,0.000736,0.000897,0.001048,0.001185,0.001328,0.001461,0.001549,0.001578,0.001564,0.001535,0.001511,0.001492,0.001484,0.001489,0.001498,0.001510,0.001535,0.001574,0.001630,0.001699,0.001786,0.001900,0.002045,0.002218,0.002416,0.002633,0.002867,0.003116,0.003383,0.003666,0.003977,0.004328,0.004726,0.005161,0.005644,0.006144,0.006616,0.007039,0.007444,0.007886,0.008404,0.008997,0.009683,0.010464,0.011331,0.012292,0.013371,0.014582,0.015924,0.017446,0.019105,0.020817,0.022551,0.024377,0.026443,0.028812,0.031440,0.034351,0.037596,0.041307,0.045483,0.050034,0.054959,0.060372,0.066534,0.073496,0.081117,0.089411,0.098527,0.108654,0.119950,0.132523,0.146424,0.161651,0.178181,0.195972,0.214969,0.235113,0.256334,0.277405,0.297976,0.317673,0.336115,0.352920,0.370566,0.389095,0.408549,0.428977,0.450426,0.472947,0.496594,0.521424,0.547495,0.574870,0.603613,0.633794,0.665484,0.698758,0.733696,0.770381,0.808900,0.849345,0.891812,0.936402
2007,0.007379,0.000494,0.000317,0.000241,0.000200,0.000181,0.000169,0.000156,0.000136,0.000111,0.000091,0.000095,0.000142,0.000244,0.000388,0.000543,0.000694,0.000847,0.000996,0.001137,0.001285,0.001422,0.001513,0.001542,0.001526,0.001494,0.001469,0.001451,0.001447,0.001457,0.001471,0.001488,0.001515,0.001554,0.001607,0.001673,0.001755,0.001862,0.001996,0.002157,0.002340,0.002543,0.002766,0.003008,0.003271,0.003554,0.003864,0.004211,0.004598,0.005021,0.005483,0.005967,0.006447,0.006913,0.007381,0.007896,0.008470,0.009073,0.009707,0.010390,0.011145,0.012002,0.012987,0.014120,0.015399,0.016847,0.018430,0.020091,0.021812,0.023646,0.025734,0.028104,0.030679,0.033462,0.036527,0.040031,0.044015,0.048408,0.053227,0.058569,0.064662,0.071532,0.079039,0.087186,0.096130,0.106070,0.117174,0.129556,0.143266,0.158302,0.174633,0.192215,0.210988,0.230890,0.251849,0.272657,0.292961,0.312387,0.330554,0.347082,0.364436,0.382658,0.401791,0.421880,0.442974,0.465123,0.488379,0.512798,0.538438,0.565360,0.593628,0.623309,0.654475,0.687198,0.721558,0.757636,0.795518,0.835294,0.877058,0.920911
